name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Shield of the Mind's Eye,BotW_Shield_of_the_Mind%27s_Eye_Icon.png?version=6a72e03bc2fe337eff61155b764eed98 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/3mfccbFLgIXbCVKWvf7BYA/3c_LMHTr0uec63710EyD6iglLFGJuo__M5CQFQtcYncoAeH6cWKshPx6RBLrxM-dHO1bBeksl9uo9vPkQHvy0Ey-RT0lcNLQqqt0HFtBfEFw4y5By4cETkxWEXP75KoCPG8rqNj1KAToQlIQTNssG3JIuXiw59xToYvZm0vxga5N4N0JFilvPCLE2tjgHeE7/ACyIwPpqdaH_x84id5JDbDIaOPmlD2dv4l3Au0Rq5wE),Shield,,,16.0,16.0,,,,,,,,,A small Sheikah-made shield. Its design is intended to decrease blind spots without sacrificing too much defense.,,,,,,,,,
Silver Shield,BotW_Silver_Shield_Icon.png?version=d7a5f3037a0108ce0891e43cd4b9ec9a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/4_paJpPCw_rbkpBbQlfYLQ/R6oyqDI5h1CxWbyt9IwduSqH8Vri2-P5ac7mc1-Vb-epsAMpv5sBF9RyhOo7jVxqRvilFMFAQNjercvTsdgTN4VLLROY5j0DkYcW_zU6y0mm6B1A9MzVwSmUFfhFedzl_d18CNbTxaB8FVCb_PLcF2dOPRdQSOqFwy49UCui3iw/20S-Ce5drBo6kWIgMtIhEoNpC6BkvHJBoo2lJOZIlJw),Shield,,,20.0,18.0,,,,,,,,,A Zora-made shield adorned with intricate ornamentation. It's said that true masters of this shield can redirect attacks as a rock redirects running water.,,,,,,,,,
Soldier's Shield,BotW_Soldier%27s_Shield_Icon.png?version=d1ca0cea2b9bd1294dbe9970b9d9844b (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/7rGtYuwrXnPstpK9DZD4iw/cI8JuXxPUZe2YgoYnYBERfkWLk3xDyZaHirYWg59CTU7fA8GJwYKC9yyV50GIGrqbqieM38uX104ABsq5GlT3ZpHHCNLc9jrFVQuAezIUlK3B1NBiJfOPXMA8HvNixPNE6IYI8w6X17uueFvNEi64bH97DMPBwnlb0GAys_XkNojcGkCsCIVJuuay4Q6Z-Vb/HXJbSQLn6RgYBwC8p_qjSmK-OGBLcy2ijj2HXgk6C7A),Shield,,,16.0,16.0,,,,,,,,,"A shield once used by the guards of Hyrule Castle. It's easy to handle, but its core is made of wood, so it can catch fire.",,,,,,,,,
Spiked Boko Shield,BotW_Spiked_Boko_Shield_Icon.png?version=ff108502c1ce69e3b824e6e968d2eaef (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/_5JzS6J3xRwh4NHOZ5Dr1Q/_W4GgaTS3ERCkE48L1cXTzG02kX6AxCw2ViVb-KLjhDcyAMjNG10Y7Ai7WA6-RYvXlgSCbBIA_KVBD8_q7KKzXxUbt4oCUMW16xDK4aYND1LOZiOMY6CXceaVyqjMTGpbri-nx92jxkfeM5M7Tym0b4EyWfjshtdQWQGV_ZYCBAJvW0YredpGqlVzHosxUHJ/vsI2dwOlXWYSKtNOpDtMtyzR8GwbYe-MYLwbdaESaq0),Shield,,,7.0,10.0,,,,,,,,,A Boko shield made of slightly stronger wood. It's been reinforced with animal bones.,,,,,,,,,
Steel Lizal Shield,BotW_Steel_Lizal_Shield_Icon.png?version=51059636b7bc56c6680d3e38e1b53c2f (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ToSQ6sESC-WX4adcaEWU8A/0UHo7q_cWUkBIry7kNfo0MFx0bt_odNZMeXzh1OeTRHNoQYVhpnTiZ3HgjUwiR65yXtJIwHOXnlJnGJNm8im-1y44tbxqCoc34KhvgVaIBY9mDWdPQ-StsWD8VTeFe-AbIYUy0qZqVz3OBX8qfxahUBkVe1WOawavrt9wzjyY3iR1hPBAo5giCtwbaeuMkoz/A44loZeW8h620UzYoekM3X0uTt5BRAg6UKn0YP5xI8s),Shield,,,15.0,35.0,,,,,,,,,"This Lizal shield is adorned with several metal shells as a means of reinforcement. Its defensive capabilities are high, but its weight requires a skilled soldier to bear.",,,,,,,,,
Traveler's Shield,BotW_Traveler%27s_Shield_Icon.png?version=0df9107c6dc43b33446f6e001605d561 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/7cSvTSHus9sNpPfl3H2RcA/du4TPkG47ujPmGTeEY6btJiIRcI1e32wZMp2Bt2ylS2q90jTM_LMgo4xy7IVZ3ljXeUl46bR9-TKeseqhkUj9mL7Fn35a8tdOtKaThYsakxhUnbw0HrwJqdDH5sFG2U4Syu33ySAJ5uKJMwNUhnb-G7FNIVmwkdsOBIsV74ZfHjKTA6auPRRRdvKqd6Oxkke/ueUFh58r9buOooXflu4yKRUPuKB-MksLw0CiGbspMuY),Shield,,,12.0,4.0,,,,,,,,,A sturdy shield loved by many an adventurer. It is made of animal hide and sturdy wood and is best suited to defending against weak monsters or animals.,,,,,,,,,
Wooden Shield,BotW_Wooden_Shield_Icon.png?version=e24122bea180469be7f9b03df063f9ef (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/JjC9T72tUjWSpEPa9yqPMw/6ALXJ3J-4rs0K80NlKM-ymFGBgjotE2GB9Wdb6eT2BdWG7t4yyEyUdUXq5VidzMiEfjb-U0XbjCDHpe7771rGP0dG89uerBv6ZZancNcr1m0uNasFICwCklm5hdH2hCpWZG1wF71h5oDaiyXx9KPhbNwujL1QT90QE-KCTUrlBg/ROgKeAWoy74puaX8gr9cvo4YOKPkfhvCL1wVTzEHK2g),Shield,,,12.0,2.0,,,,,,,,,"This lightweight, simple shield is ideal for less-experienced fighters. It can withstand light attacks, but blocking stronger blows is not recommended.",,,,,,,,,
Ancient Bow,BotW_Ancient_Bow_Icon.png?version=a30326b50664bba2d8deb213f7aca1ce (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/xrzh78yOUhqt98lsysNxSA/QBmg3wkDFfx-MP1CMJ7sFkUSUI-ilE-xQEgGJ77OXoxdJJ_W1-4Fcb4ExYCZUxPjOYxo7yjdXyrTbgyftaKQIeFaaNut-DYV8RW0k44BUwNICLZPxTIPSFrx17rfpmFutqYVBtPKynhgbqTKHvpH14CaUXQmAxLqQrumO7R71B0/sRPp0kT-tYZYMrzN0xETrP2pU0GLB7z_TrbR-TfHAMQ),Bow,,,120.0,44.0,1.0,50.0,,,,,,,"This bow is the result of Robbie's research. Ancient Sheikah technology allows it heightened functionality, Arrows fired from it travel in a perfectly straight line.",,,,,,,,,
Boko Bow,BotW_Boko_Bow_Icon.png?version=d0177b3bc59fa477e0f3daacbef6eaa4 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/txIvDRPDd4YXq-K0bAtWpg/b4sOglu7HjzY4sM2EDqRWH09V9D8AY26sxhqrbmDXB_sM6ZsCA2w1fnK6sNY_iApODspC1-zvY1XGrg4OlncSIXHsSM03mcvuQPWDTRrKLAbtW0Cdnxe3JIRBTVLijR26spdf-ZMMZrjuWyXg_qa8f7VLrYsKJZGWIEtLIQVd2w/a0_DTLNq4Gnw6IS266nQEDjmCDAHwtz4-z4egg0OJWY),Bow,,,16.0,4.0,1.0,20.0,,,,,,,"A basic Bokoblin bow made of wood. It's made by taking any tree branch and tying a string to either end, so don't expect much in the way of combat effectiveness.",,,,,,,,,
Bow of Light,BotW_Bow_of_Light_Icon.png?version=ea34e5555e026648a11dfc40ad7cfca7 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/gg_yedZyB0bEDsfByZe8fw/0yjzWshQ2Rex7o_wdpmDnDV_abDkg72OXVFKqOJl3tsZdlP77VD3N6-9WYx6b-c3M2jTOfYnGNk-IVmGvjdO8BFyEcuxKeEuxU_yHLqWYuXb5rDurmiBkiyVSErrDdhRclhTRXXSHDRkGn3z7E0OaPByYUrG0kwJbTUB1YNegPw/hSNVZ5DcafcrmgjmpkifVDKSNs4v0IHbAwfD9eCJiVg),Bow,,,100.0,100.0,1.0,500.0,,,,,,,"Princess Zelda gave you this bow and arrow for the battle with Dark beast Ganon. When wielded by the hero, it fires arrows of pure light strong enough to oppose the Calamity.",,,,,,,,,
Dragon Bone Boko Bow,BotW_Dragon_Bone_Boko_Bow_Icon.png?version=b798362d2651d960a0436784cbaf6922 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/U8kBrfXcBlx0HKNKOtpl9w/7oKE9l2sMB6tOjy2zBilI1iteCKgbVVvvTvmyNL5afBaguxjLeu0agc_vS96XsxsFsSIafC2w4P68bIqTdvFELLU6R4CwGt8_wW4q2M0GOjAARcLm1h6-Qxzh9lrXWHfhTwm5zG9hUHFSAsi1HmtiEfnS4GMzko9tlsjFJjpHGTIMVFdFIcNLv4nJF92Vi4l/N1xeP7YIvqMB8p4fG7rMpvhxlnYu2a4cQP56z_dSpNo),Bow,,,30.0,24.0,1.0,20.0,,,,,,,"A Boko bow reinforced by fossils. Bokoblins handpicked the materials it's made from, so it boasts a respectable firepower.",,,,,,,,,
Duplex Bow,BotW_Duplex_Bow_Icon.png?version=85250e7d4d9ed4a4bfe246f29d7d8aad (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/-F4MNd64sbWdiXuhUKjFaA/YCWfcYu7MNE1NjRfJhAiAiB7Ocsy0hWuE3eW8-4NFsWp7vYVeQx1Sy9GW2i9qlZqP7tJLTNOhhZv3913obaYG9-VCwkwGFgYaITUYbgkIOnRAYKKRqsZkiifyQ-R6zJ85ilhIz5MRnWAMsLrX9ITYVmDjqv5SkymeUbXQv7XlVM/8SmTRBCkNgPfscau5OSTSiglnQttwZjVur3zN2fR2ig),Bow,,,18.0,14.0,2.0,40.0,,,,,,,A bow favored by the skilled archers of the Yiga Clan. It's been engineered to fire two arrows at once to ensure your target comes to a swift and none-too-pleasant halt.,,,,,,,,,
Falcon Bow,BotW_Falcon_Bow_Icon.png?version=827ad5483332157164636dfc4235103a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/sSbQojpTH-T8n2_zmdXmBw/mCsIt88RODCNxqDOQ4uqZjJ4fJZRVaKUWOmyTJEwN5r2gNLJPgnEw_3BL8AtFL4P9E_Lobzm1MdlHNrMs1rImaHkakHN2MryCcYqQ4SN_u9qnIeOqcKgP9NOY2KkVnSoQVH_tkyCi7jf8U8_ytrG3lM0TM0xDPgmHuJT2l7v3Ac/NRyUoIqUyGUxDODAtpvApPLfjUwAlhULZ3bUi3W4ZQ4),Bow,,,50.0,20.0,1.0,40.0,,,,,,,"A highly refined Rito-made bow created by a master Rito craftsman. Rito warriors favor it for its superior rate of fire, which helps them excel even further at aerial combat.",,,,,,,,,
Forest Dweller's Bow,BotW_Forest_Dweller%27s_Bow_Icon.png?version=5b3dc5b5d6e643ca3fbcdbc4a0cd10ec (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/j-Vw3v6AgxzThmzFtV4-BQ/VFTIWCpjx9mNMW97yfMAek0OfiuzhxXyDcqtsXyGWhBeHZXBwfA4oE34B-JMnFogPPoXhbJBADfJ6_58Lrur_qTawd0SoAfDqp0HN1TmrABtrCBxJ1WpXVRUmlJRbkdbOCuCRbO8kkP513qDVs5tFyHTQdSk4lCh5V_rEpTsjpZ3SFr0ZGwvkVzTnabdz65M/u5SavZAwU-R7lBqZUcDiTDQybsByJbCMYxzb0huRXh0),Bow,,,35.0,15.0,3.0,20.0,,,,,,,"The Koroks made this bow for Hylians. It's crafted from flexible wood and uses sturdy vines for the bowstring. Its construction may be simple, but it fires multiple arrows at once.",,,,,,,,,
Golden Bow,BotW_Golden_Bow_Icon.png?version=fa5b134bf3abb93b5444df5a921ceee5 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/E4pPe-tYWTy9VijV0PEMYg/bIFlsM7FL9QIyYafd7ctn-aNaJ4oBRSqQTgiG-Oa6jibD-5VNnkdx9eFGIPReHXwWbQbHjgeVGXtHtnLJScb40QKOQqT7G6CKjEuB5eInEHrjI3AC3XfC00lUsvznHlKjx0wuv-8GWZa3FcAiFLR0qk5bM6_7LTOf6IpJ0oKaIk/RBq6vvyKLVrpxPuC82U19jO5qwS5xbZvWdyuc27suUw),Bow,,,60.0,14.0,1.0,40.0,,,,,,,"This Gerudo-made bow is popular for the fine ornamentations along its limbs. Designed for hunting and warfare alike, this bow was engineered to strike distant targets.",,,,,,,,,
Great Eagle Bow,BotW_Great_Eagle_Bow_Icon.png?version=05bf5d9dc6541b71bec3d14c406dbe55 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/wC5SkdfU4Fg_dueDAYccAg/FOE354FjhR8Kw2SSiSdQOeqhjRN2qWJS8PSfEU1p9xbMZYLQoSaldXjHMkUxYgif-V21NbWRim7sKzM8zdY63zY8nG2sJkh9MeS67gP8HDMl0y9fLDEWZRxl0n-xA3yJwk-USRrgXDsDzevt2THAwGTG1DR7y_eEfNQEd2fYr5I/sdUrU1FiJuZteMwl2fEN_xAmaWGwLJ5dagB9SVpZkQo),Bow,,,60.0,28.0,3.0,40.0,,,,,,,"A bow without equal wielded by the Rito Champion, Revali. it's said Revali could loose arrows with the speed of a gale, making him supreme in aerial combat.",,,,,,,,,
Knight's Bow,BotW_Knight%27s_Bow_Icon.png?version=fc945fe56e15841eed3288c0f291c4b7 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/UxZlDumuTnLz6LIRTVoltQ/sqaPjbuBuvnlHBj5QC_2LqxU-rrme2KykUdcG-sWQgBHtJxGIpY-6puw9gdpSz6JSkPfHDqHIJ1PDIrE3FCOykYAESq_r0ZIX0BQPnvgoA8EfSAUoFrlSD4XRTF4Q-Dhn2aWAYB-v1gUTlPUv8YiAKL0DySg14FxOYNskP4sskI/wCoLyr5hBzYmiaqm6fZjeMTIeLfwq8PlEk8bv6l-jgA),Bow,,,48.0,26.0,1.0,20.0,,,,,,,"The sturdy metal construction of this bow offers superior durability, while its lack of firing quirks makes it quite reliable. Once favored by the knights at Hyrule Castle.",,,,,,,,,
Lizal Bow,BotW_Lizal_Bow_Icon.png?version=77bdc511a21b419c3b5c966d9ca16a91 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/5qVEY6crpYHgW-zYMgs-Rw/NxtD-uyjuPeBYilvbQ2PzwnEuI6JkpVFP78O_3P8CFCsZLHQl_oxN05yS4Rj6ZNkwowv_nAZJZzZICElU3R65MRhUoDaYBfqxA9cPAzIOkLk163ONJ93FJY_hVhp-vrFoP0VvzEzKl-V7AV5-RmPKlcXhnqC9TQm2HM9s6XRoq4/eFwCAWfu71FrmtVyMWsvk2RXPpvO7jDbnWvdiJ0RUbw),Bow,,,25.0,14.0,1.0,20.0,,,,,,,A wooden bow created by Lizalfos. It's reinforced by the bones of a large fish - a marked improvement over any standard wooden bow.,,,,,,,,,
Lynel Bow,BotW_Lynel_Bow_Icon.png?version=e320093e356044f3ebd219bd92da16fc (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/9bggL0lCt-DzCDTYYW-kpw/pXLsbxzlwS3WyWaaIetF7k1BorMZzPJukHZmC8jHPVwD4QMiTA8CrnKGRe0flID2I03LHVUw-U-uHBwDBfckilTYexd24dnpXeqvbwxX5Klhzk2kx6C0dwbpGDBTqJz9y7mr95H96S66BG_0qfxqrsCmkIS2KliehNX2DZvTFgk/O9mbKUq0cNSXStsIijYWRNKEn5i5qTuFwo_Jp57OQcU),Bow,,,30.0,10.0,3.0,20.0,,,,,,,A Lynel-made bow crafted from rough metal. True to the vicious nature of Lynel weaponry. It fires a spread of multiple arrows at once. Ideal for taking down quick-moving targets.,,,,,,,,,
Mighty Lynel Bow,BotW_Mighty_Lynel_Bow_Icon.png?version=a8d6d7e9ea3e62f212dbfd92f899c3a1 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/LbAO96qqIxbf8MQyHPDDqQ/EWzRmhU_NsiPGyLk3P4j6q-h_TB_pO93zTkgNs8NSDs2oKoySVnP7G7YaCrmvhvkVB4szt9B_sLIkA8scmfzivqMFhY_KzaM6Jc5lspiXcMYepxNmYOVnuuxHOu5a9mkWCWNo_Yxk3Qykl644bVoLe3sCX_1BYYAKW4yRhMk33N3kf0BJJ2nuIKgUmqNjoMv/oXuBmFIJJUtcV44FkVKMDXnSfw6UEPWXjuwrFTKIDAo),Bow,,,35.0,20.0,3.0,20.0,,,,,,,"This massive Lynel bow sports a bowstring made from a metal so tough, mere Hylians have trouble drawing it back.",,,,,,,,,
Phrenic Bow,BotW_Phrenic_Bow_Icon.png?version=710f4b2b707a7678c13f4dc8479f0e30 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/lJ8ZwvgX85jBhwtX0fgDTQ/tE92MdEAvvbCCn7Md5BwUSpbFFdQ8csj6PEv4rnBMpzU5tYil3BS_bKYUoR-EmKVuzlVPSZ9r1Ee1MZlcx81jBC2YwrfUUxF0peYsHvToa124ZnyeGVB8D_PWrqGF1fw2Il8c4-qUHcBx2f21XbotBOdWzbz68DaWG1DG9vKfDk/oFu3RQ472gDNix14iznWY-VYbwa7RqGa3cBQXreo5_w),Bow,,,45.0,10.0,1.0,40.0,,,,,,,A bow passed down through the Sheikah tribe. Concentrating before drawing the string will allow you to target distant enemies as easily as those nearby.,,,,,,,,,
Reinforced Lizal Bow,BotW_Reinforced_Lizal_Bow_Icon.png?version=d6c6113321c0fd797814613ce00fb178 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/yvZDn0uSzJGIXeQw8FjIbg/MjnkK_2M0p7khJ0GKY-RPEuHAyx52duJ5cMSn1HF6Ns4eodFsfy7zuGIkAv4o74H5n0dhFkOkGHT795ahheIRQkwhvzoNCM-MpIpl7eVIsy3mLhMJbKx9QG7zKVaL2flzc3vb146xJVQfpC9boxn0tCXftS78WwJcb3GB2vElTUsc7ESzo28VMzFPHqkpNn5/UgbKhHyiXhKIVZAr3Wpk4HH0kBzpuQCu2OzjSS-Ld7c),Bow,,,35.0,25.0,1.0,20.0,,,,,,,"A Lizal bow with a grip reinforced by metal. The body is made from the branches of a flexible tree that grows near water, which offers some serious destructive power.",,,,,,,,,
Royal Bow,BotW_Royal_Bow_Icon.png?version=0f40ee3dd823cd32e842f1be67e18806 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/jam3ZgeBFrVFJejr_f7OGQ/DxDMqHrxv5Pw-K6FAimz8sMi4ldWy6ip4Rd5PtoQzDW9-Wa4HNBVt7GRsdvllDMQ8lQXXhZ-B0iOAr3lG5cqwv0ROoGpYBV8GkemmbxX54wM2dljTtVdErQCkx9tj_N5oH9tEQ4wfvhf4kF2D-4_0GfVFNIGiTXP2Wi7B4ELXfg/ZYUs9kOM0w7XIybUu7jftSJVu-dAkj9mjQjlMBfisKM),Bow,,,60.0,38.0,1.0,20.0,,,,,,,"In the past, the king of Hyrule presented this bow to only the most talented archers in the land. Its combat capabilities are as impressive as its extravagant design.",,,,,,,,,
Royal Guard's Bow,BotW_Royal_Guard%27s_Bow_Icon.png?version=ca7f8ac0ea73e8da267355c943770cd1 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/0SYVcyb6OSGLFS1RrEj7_A/EFU_SJw0uWR6oOTE0571xAldcgXEaTTWowdTHZoKHTT0vL1AWg_PvPxL460Rc-txytvmG8i2xKBFvSpamYCxb00tMQTByZdyvMOVeNItC6CdRiAhOmLtnWnzWwVL6naUokDdP1oHI46ZDLcwr8fHxTpedOdbFMBNOoWCLuyYWqflve96z_l8_CEt1oa6HwNv/bBbdFWuEQ86LI5WRSTRkBjniP6w3znCFaX6AIqEDL0c),Bow,,,20.0,50.0,1.0,30.0,,,,,,,"This prototype Sheikah-made bow was designed to fight the Great Calamity. made with anient technology, it boasts a high rate of fire and firepower but has low durability.",,,,,,,,,
Savage Lynel Bow,BotW_Savage_Lynel_Bow_Icon.png?version=34b710a627e78f0e49fbcbf796fa48d5 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/7wB-48IqYvxLYQdHcpIA4w/XPR0HBfODbR_6OtfGAWbVDmBhUlMJrJrLsWOQ9fkaMTc6_k9ur-obojFTdWyNjGZUKbD70ADxdAD20Mn2FP3tJfBJvVpg5Ob9R0SISFC1S396qW1-2CKN54eFgosFnyPF7jpAXBqpuHrq9c2gh1YaRq9Juj0LDK8VeZIHN0p8RzjlFA10CP3_UCHnn3voml1/CqI1lVLwV8B3wYcibOC4_HIFz_xvuI9JhGX6EN5P-Gg),Bow,,,45.0,32.0,3.0,20.0,,,,,,,This Lynel bow is made from a special steel found at the peak of Death Mountain. It has tremendous stopping power and can pierce thick armor as easily as thin paper.,,,,,,,,,
Silver Bow,BotW_Silver_Bow_Icon.png?version=520eefb145d4ab4ab4d538429420216a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ArTPVUPKqCDrLau06zT0TQ/MEX9gyf6nRxaeaz33nFUZtmKhdjzmcNAAAYUtYZiY_wKWP939GOB-PG9jcE5FDj803OUdm7N5PWYvcvYsnKPnXVA-UtM_yQ0EczbBLKcuswSd-9YlKaUxCkBm4zcdndlEVYNl3nXpVCbJcTjwKOBGeOoHu9IE9w2StCS2r86iCQ/-mEaJLv0WqbDS_nBV8QpUUfqkpYgyvg-JSawD6I_PxM),Bow,,,40.0,15.0,1.0,20.0,,,,,,,"A bow favored by the Zora for fishing. It doesn't boast the highest firepower, but the special metal it's crafted from prioritizes durability.",,,,,,,,,
Soldier's Bow,BotW_Soldier%27s_Bow_Icon.png?version=7d127b0dd53cb5ceae49dc18072b75ee (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/6zX4_80dmHtN0-Uf3a7WlA/adY1WtwSwk8IGoV3Ahy-g-QH79ss1fSn1kLFt_qYQdrYsiRRTCYL_7iyQf1f9h2RYYsB0e6xnXEckT3XtbiGo6D4bQ5CWIUP2H3OG8aW91BHfRCyn4fKpYltimu17Do1W_gVvc6-HpkA2VYYfYqJIlRjHafKkXngUBEI8yrkvqQ/z8ml35elymaBZIPVMlvBGUKeAN-kUyGVxhVNX60EUy8),Bow,,,36.0,14.0,1.0,20.0,,,,,,,"A bow designed for armed conflict. Inflicts more damage than a civilian bow, but it will still burn if it touches fire.",,,,,,,,,
Spiked Boko Bow,BotW_Spiked_Boko_Bow_Icon.png?version=88969eed0ef1851af54af0c1f1054080 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/iTR5_WrtVFxZDFfxEmwI_Q/wfLv8h2TAKDo69oOQfRpFjueRO-nwq9Wbp9CZvqImXvYjfuw5qYjBYbQgYPzVcJX42yl6lv3l-QijTCYOF-DrG4pkFz9SV3l7YBDkFyqgchCRpagQpTOEv81e1hrEyMekoLROvlyfdKcZetqmy_xM8FxjZ_uayQ_BqBaxYrJSJs/WA9ag1qjtRhrs5pwuzExiKQ4LZUfgOg8XYVpG29311s),Bow,,,20.0,12.0,1.0,20.0,,,,,,,"An upgraded Boko Bow bound with animal bone to boost its durability and firepower. Its craftsmanship is sloppy, but it's light and easy to use.",,,,,,,,,
Steel Lizal Bow,BotW_Steel_Lizal_Bow_Icon.png?version=5b9ce91a5e76698e215c236e1c35a041 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/dHP3L2GWGjux70lqcasj5g/7ySoixzoaEyOAsAj_cinDlFROYM6itkn2OWKPvmUo17jgtq73QMyUPGOjxo5NeBYE7VvmOMkwaeYZzPxo3tEftvIOOMKmOuh4cunY_aX9fe7jY4sdk49axcrnDJ8oAG7lmjWGQ_ntEjD8tNF3WwOLEf4_mkA6e90d_kxXrx1BjI/HYbxZoPIPHi5h3WINDUTC4J-0d0ws1vdpqvTiaGQuN0),Bow,,,50.0,36.0,1.0,20.0,,,,,,,This bow is wielded by lizalfos who are expert marksmen. The metal that reinforces much of the weapon adds some additional weight but offers heightened durability.,,,,,,,,,
Swallow Bow,BotW_Swallow_Bow_Icon.png?version=25f841cf9a87503c1b213d8e57b10458 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/1L9xYlcy-NXPhQSwQag-8Q/JGgReE39Fk2U5Z_1aK5hppErMQLpCwhLqo-WtxQtzFssjtdeXLHPM8taXW3xqdtC5XPdsJRCGfgPBZmtN0MoP57DkPXl618-VoY__Y1bVcdyuJaDhEqPYFjAgZQDM52GSmt8Ess-r0orGgEGG9Em6Eijx479oO0xwyBTSK4hNs8/0DLoMyx4EoZr2c5VTHAGtfbObzsiKkeZAIYENoJ81NY),Bow,,,30.0,9.0,1.0,40.0,,,,,,,"This bow is a favorite among Rito warriors. The bowstring has been specially engineered for aerial combat, which allows it to be drawn faster than a normal bow.",,,,,,,,,
Traveler's Bow,BotW_Traveler%27s_Bow_Icon.png?version=2f79f7129c168202993723b4f0dc127d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/9rpCi9MQmASuB32LMZUxCw/Pn8twFkAbN8zbjGcv6we-WAT4iJVyWgOAU7SrqPswFeVx-DtshAru9T7ToHjzc-sSALo9NwoUvoMKb_znhRodlcksRRoJ8j1gcuS5vKOQHb1yfHvm8MQh8WGC0MfUMgT7YN_y8i1cTuFoqYE34BeLSGvRTPiCTVvv9afLRzPGYVsXq3ow6Fc2MaE9gjYiP3H/UpFEi1uvN6TA-6JLRrRFlvDNXF9IU_imEjTrWrpxeRU),Bow,,,22.0,5.0,1.0,20.0,,,,,,,"A small bow used by travelers for protection. It doesn't do a lot of damage, but it can be used to attack foes from a distance.",,,,,,,,,
Twilight Bow,BotW_Twilight_Bow_Icon.png?version=ea5d596836c8b089da4fb57e822ca31d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ShC4k0BPgvLEP1wbynUtJw/QMWF6YaBBTGHC8mDXx0ziYtI1wIdGC9rs2UIMEY7lxXUcFMV1lIiTHC7_wav6YOURg3gke50zlWMb8N8yYDG5znjmPEdwiACNOn_1b3DmpNKn1sO9LWws6D0xjGVuhL7_HxUQ6epJnI3q70dhlvzrFbOEdVOKwhuN7-X8_V43eI/hKpi_xPK3nqeHtHmgCKT_c5G7IcuGFGCxYRoN625IaQ),Bow,,,100.0,30.0,1.0,8000.0,,,,,,,"A bow used by the princess who fought the beasts of twilight alongside the hero. It's said to contain the spirits of light's power. It fires arrows straight and true, as if beams of light.",,,,,,,,,
Wooden Bow,BotW_Wooden_Bow_Icon.png?version=f03b2a790043b54e79192ae4284917c7 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/-hrE-vHcHqLqHatpBkiXNQ/ujpN6o62v8P4LjgKpoWL3Km_0LdXAI9tkFDqjhAflCI20qJdunREwTaxjFflqxLLipANgHnQ3zUAGnSu8qJeOBaZSnfn5kp9TqewVq-2qv8tZX142-2kySh8E8RD7iQI8Khinc_sO4lbmw3-i5QaQGmefrXHq4ikUK2qQr-T-X8/oLi59BWFMc36vCX_QE9in_MyxGUdgrilVFpFTsDZAt0),Bow,,,20.0,4.0,1.0,20.0,,,,,,,"This wooden bow may not be the most reliable for battling monsters, but it is excellent for hunting small animals.",,,,,,,,,
Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
